company,website,contact_role,email,source_url,status
Pitkowitz & Partners,https://www.pitkowitz.com/,role: general office,office@pitkowitz.com,https://www.pitkowitz.com/kontakt/,collected
Metzler Rechtsanwälte,https://metzler.law/,role: general office,kanzlei@metzler.law,https://metzler.law/kontakt/,collected
Metzler Rechtsanwälte,https://metzler.law/,role: insolvency department,insolvenz@metzler.law,https://metzler.law/kontakt/,collected
Binder Grösswang,https://www.bindergroesswang.at/,role: office Vienna,vienna@bindergroesswang.at,https://www.bindergroesswang.at/impressum,collected
Binder Grösswang,https://www.bindergroesswang.at/,role: office Innsbruck,innsbruck@bindergroesswang.at,https://www.bindergroesswang.at/impressum,collected
Binder Grösswang,https://www.bindergroesswang.at/,role: HR/applicants,hr@bindergroesswang.at,https://www.bindergroesswang.at/impressum,collected
Binder Grösswang,https://www.bindergroesswang.at/,person: Dr. Christian Klausegger (Partner),klausegger@bindergroesswang.at,https://www.bindergroesswang.at/juristinnen/christian-klausegger,collected
Binder Grösswang,https://www.bindergroesswang.at/,person: Dr. Raoul Hoffer (Partner),hoffer@bindergroesswang.at,https://www.bindergroesswang.at/juristinnen/raoul-hoffer,collected
Binder Grösswang,https://www.bindergroesswang.at/,person: Dr. Thomas Schirmer (Partner),schirmer@bindergroesswang.at,https://www.bindergroesswang.at/juristinnen/thomas-schirmer,collected
Binder Grösswang,https://www.bindergroesswang.at/,person: Dr. Ivo Rungg (Partner),rungg@bindergroesswang.at,https://www.bindergroesswang.at/juristinnen/ivo-rungg,collected
Binder Grösswang,https://www.bindergroesswang.at/,person: Dr. Stefan Tiefenthaler (Managing Partner),tiefenthaler@bindergroesswang.at,https://www.bindergroesswang.at/juristinnen/stefan-tiefenthaler,collected
Binder Grösswang,https://www.bindergroesswang.at/,person: Mag. Horst Lukanec (Partner),lukanec@bindergroesswang.at,https://www.bindergroesswang.at/juristinnen/horst-lukanec,collected
Binder Grösswang,https://www.bindergroesswang.at/,person: Mag. Emanuel Welten (Partner),welten@bindergroesswang.at,https://www.bindergroesswang.at/juristinnen/emanuel-welten,collected
Binder Grösswang,https://www.bindergroesswang.at/,person: Dr. Andreas Hable (Partner),hable@bindergroesswang.at,https://www.bindergroesswang.at/juristinnen/andreas-hable,collected
Binder Grösswang,https://www.bindergroesswang.at/,person: Dr. Stefan Albiez (Partner),albiez@bindergroesswang.at,https://www.bindergroesswang.at/juristinnen/stefan-albiez,collected
Bratschi AG,https://www.bratschi.ch/,role: office Basel,basel@bratschi.ch,https://www.bratschi.ch/kontakt,collected
Bratschi AG,https://www.bratschi.ch/,role: office Bern,bern@bratschi.ch,https://www.bratschi.ch/kontakt,collected
Bratschi AG,https://www.bratschi.ch/,role: office Geneva,geneva@bratschi.ch,https://www.bratschi.ch/kontakt,collected
Bratschi AG,https://www.bratschi.ch/,role: office Lausanne,lausanne@bratschi.ch,https://www.bratschi.ch/kontakt,collected
Bratschi AG,https://www.bratschi.ch/,role: office St. Gallen,stgallen@bratschi.ch,https://www.bratschi.ch/kontakt,collected
Bratschi AG,https://www.bratschi.ch/,role: office Zug,zug@bratschi.ch,https://www.bratschi.ch/kontakt,collected
Bratschi AG,https://www.bratschi.ch/,role: office Zurich,zurich@bratschi.ch,https://www.bratschi.ch/kontakt,collected
Wenger Plattner,https://wenger-plattner.ch/,role: office Basel,basel@wenger-plattner.ch,https://wenger-plattner.ch/de/unsere-standorte/,collected
Wenger Plattner,https://wenger-plattner.ch/,role: office Zurich,zuerich@wenger-plattner.ch,https://wenger-plattner.ch/de/unsere-standorte/,collected
Wenger Plattner,https://wenger-plattner.ch/,role: office Bern,bern@wenger-plattner.ch,https://wenger-plattner.ch/de/unsere-standorte/,collected
Lenz Caemmerer,https://www.lclaw.ch/,role: office Basel,lc@lclaw.ch,https://www.lclaw.ch/kontakt/,collected
Lenz Caemmerer,https://www.lclaw.ch/,role: office Karlsruhe (Caemmerer Lenz),karlsruhe@caemmerer-lenz.de,https://www.lclaw.ch/kontakt/,collected
